score,fea1,fea2,fea3,verify_time,label
661,50.0,96.8019,12.9594,1770153092,0
649,50.0,58.3959,5.5176,1770153138,0
642,49.0,26.1779,8.8442,1770153538,0
667,50.0,27.5869,6.9535,1770153543,1
683,49.0,81.1028,12.8829,1770153652,0
674,50.0,88.6476,12.6603,1770153684,0
685,49.0,67.9031,5.9564,1770153689,0
671,50.0,43.1447,1.4506,1770153719,0
627,50.0,76.4574,5.2404,1770153816,1
644,50.0,93.7382,1.7451,1770153837,0
640,49.0,16.6201,31.9804,1770153880,1
693,50.0,86.1706,29.9862,1770154042,0
696,50.0,84.8823,6.1007,1770154090,0
696,50.0,36.6502,0.2802,1770154138,1
635,50.0,29.1786,4.6943,1770154154,0
690,51.0,56.531,22.5469,1770154156,0
683,50.0,27.2294,3.3971,1770154255,0
632,50.0,14.5377,9.7281,1770154269,0
624,49.0,95.3079,2.0326,1770154293,0
618,50.0,49.1366,17.4391,1770154385,0
646,51.0,47.2256,22.2467,1770154463,1
684,50.0,12.6103,9.5482,1770154788,1
632,49.0,50.4153,9.7753,1770154860,0
666,50.0,74.2833,4.7572,1770154991,1
613,50.0,24.8046,12.2789,1770155085,0
678,50.0,36.8889,6.5097,1770155141,0
632,50.0,17.8915,13.684,1770155338,0
641,50.0,35.5076,34.5815,1770155583,0
685,50.0,86.1282,17.2809,1770155740,0
664,50.0,23.706,7.2842,1770155740,0
694,50.0,2.9542,38.5794,1770155751,0
646,49.0,53.6223,9.3415,1770155797,0
634,50.0,57.9492,0.6707,1770156010,0
683,50.0,32.8911,13.107,1770156127,0
631,50.0,64.1569,17.1514,1770156343,0
654,50.0,3.7902,1.4484,1770156640,0
653,50.0,34.0574,11.3722,1770156762,0
675,49.0,14.4572,25.3725,1770156779,0
650,51.0,22.9806,2.8959,1770156854,0
679,50.0,38.2534,8.795,1770157037,0
658,50.0,49.3411,3.2102,1770157093,0
671,50.0,9.3199,14.8902,1770157322,0
613,50.0,10.1319,8.6907,1770157412,1
617,50.0,67.4045,5.5875,1770157448,0
654,50.0,40.4132,0.2942,1770157620,0
693,50.0,17.6522,28.9677,1770157736,1
696,49.0,23.4917,6.8864,1770157766,0
697,50.0,72.0056,16.302,1770157792,0
655,50.0,5.1759,4.9741,1770157838,0
648,49.0,50.8743,18.9116,1770157970,0
697,50.0,36.0321,1.744,1770157998,0
659,50.0,81.1147,2.6331,1770158083,1
652,50.0,79.0107,4.0555,1770158108,0
670,50.0,68.9202,0.9277,1770158126,0
605,50.0,38.4784,5.867,1770158329,1
669,50.0,63.1236,6.6538,1770158365,0
685,50.0,63.9849,1.2194,1770158400,1
607,51.0,33.22,5.5704,1770158404,0
700,50.0,87.9975,2.1977,1770158460,0
614,50.0,98.4858,20.8114,1770158679,0
625,50.0,31.444,7.1191,1770158790,0
638,50.0,80.1227,30.3585,1770158896,0
602,50.0,50.0908,4.1769,1770158973,0
656,50.0,46.3652,4.1763,1770159000,0
609,50.0,38.6563,4.1357,1770159018,0
602,50.0,29.2025,3.1236,1770159068,0
693,51.0,91.9508,15.3357,1770159123,0
645,51.0,74.0815,3.3232,1770159601,1
621,50.0,44.0703,3.397,1770159658,0
666,50.0,75.1565,0.4803,1770159906,0
664,50.0,71.86,33.6279,1770160003,0
696,50.0,26.7338,21.7414,1770160153,0
618,50.0,17.6132,3.4603,1770160611,1
699,49.0,83.6299,7.3557,1770160614,0
661,50.0,81.1406,6.5922,1770160694,1
697,49.0,99.6863,0.9179,1770160788,0
656,50.0,1.9363,7.5757,1770161160,1
694,50.0,54.0381,1.2028,1770161214,0
687,50.0,70.1323,5.6932,1770161221,1
675,50.0,58.254,0.919,1770161269,1
612,50.0,71.0442,8.8896,1770161293,0
615,50.0,13.7261,0.5025,1770161301,1
615,50.0,0.1516,9.9001,1770161821,0
651,51.0,9.3032,12.2833,1770161884,1
683,50.0,38.006,8.4598,1770161888,0
640,50.0,32.8933,6.3392,1770161933,1
647,50.0,87.4003,0.6272,1770162051,1
690,49.0,8.3526,0.1142,1770162068,0
638,51.0,44.2706,4.1921,1770162206,0
612,50.0,95.7822,14.7514,1770162319,0
603,51.0,50.2904,10.4207,1770162369,0
695,50.0,13.24,1.3385,1770162783,1
697,50.0,29.1267,11.6456,1770162786,1
642,50.0,62.6791,8.5547,1770162816,0
680,50.0,1.1989,1.8239,1770162920,0
687,51.0,96.81,14.0773,1770162922,1
692,50.0,56.6977,17.7375,1770163041,0
645,50.0,70.4139,2.6469,1770163204,0
691,51.0,49.8961,10.1029,1770163313,0
646,51.0,95.7924,4.7503,1770163438,1
685,50.0,58.9221,0.6024,1770163521,1
691,50.0,66.1984,19.7583,1770163599,0
652,50.0,86.0838,17.1894,1770163776,0
624,50.0,86.1557,3.8264,1770164077,0
640,50.0,2.8171,7.5823,1770164131,1
602,50.0,28.3301,7.182,1770164318,0
676,50.0,24.6318,1.9536,1770164524,0
694,51.0,0.6645,1.5744,1770164615,0
612,51.0,87.6783,18.5962,1770164632,0
617,50.0,31.714,20.201,1770164661,0
636,50.0,34.6953,12.9164,1770164834,0
642,51.0,9.9622,0.7555,1770164848,0
633,50.0,98.9721,23.9846,1770165038,0
680,50.0,82.6251,39.5039,1770165132,0
654,50.0,57.1862,14.9439,1770165449,0
651,50.0,77.193,4.3605,1770165844,0
684,50.0,77.7113,5.205,1770165868,0
635,50.0,65.6731,20.3743,1770165946,0
653,50.0,17.4011,3.2876,1770165976,1
658,49.0,72.0315,1.5299,1770166137,0
651,49.0,56.9617,17.305,1770166179,0
618,49.0,72.4072,2.1484,1770166314,1
611,51.0,54.3453,23.7838,1770166387,0
691,50.0,95.6337,9.0555,1770166442,0
610,50.0,62.7025,8.1051,1770166499,1
647,50.0,57.368,14.9499,1770166696,1
700,50.0,84.2788,0.166,1770166717,0
691,50.0,37.9237,12.5015,1770166763,0
698,50.0,31.5794,9.1253,1770166802,0
678,49.0,50.3169,7.4188,1770167012,1
615,50.0,58.4468,2.4504,1770167035,1
670,50.0,22.0482,17.6864,1770167103,1
646,50.0,68.2282,2.8855,1770167150,0
666,50.0,80.2375,6.729,1770167173,1
630,49.0,57.732,1.7207,1770167218,0
675,50.0,52.2964,36.3857,1770167254,1
607,50.0,29.4642,2.1633,1770167342,0
688,49.0,90.9583,16.2566,1770167348,0
660,50.0,75.45,3.0527,1770167462,0
643,50.0,48.0287,2.9577,1770167615,0
649,50.0,65.9107,5.4768,1770168136,0
634,50.0,33.6879,18.6981,1770168247,1
675,50.0,5.9817,11.6333,1770168312,1
660,51.0,20.3928,20.5288,1770168329,1
684,49.0,7.9488,0.4836,1770168711,0
689,50.0,50.8176,31.1661,1770168909,0
654,50.0,62.2064,0.8027,1770169088,0
665,51.0,38.0446,12.7678,1770169141,0
613,50.0,53.0154,2.3215,1770169153,0
603,49.0,8.5435,18.3788,1770169219,1
616,50.0,76.9958,19.8313,1770169255,0
668,50.0,3.2782,8.0129,1770169541,0
623,50.0,63.4426,5.1562,1770169785,1
648,50.0,43.3347,15.7683,1770169786,0
654,50.0,18.3804,20.7172,1770169820,1
670,50.0,52.3056,13.404,1770169862,1
622,50.0,78.0948,23.7426,1770169916,0
680,50.0,41.3522,9.8492,1770170440,0
611,50.0,36.7709,11.1009,1770170458,0
610,50.0,14.246,8.4831,1770170619,0
674,50.0,59.4576,6.6975,1770170680,0
697,49.0,82.8014,10.6381,1770170795,0
700,51.0,56.1342,8.2361,1770170895,0
628,51.0,16.5088,13.1394,1770171083,0
661,50.0,66.1228,27.2166,1770171200,0
652,51.0,3.0142,4.6688,1770171543,0
647,50.0,83.8054,5.2962,1770171734,0
699,50.0,92.1495,0.1515,1770171856,0
690,50.0,59.7036,7.4873,1770171907,0
685,51.0,88.178,1.4087,1770171915,0
665,50.0,8.4506,12.5878,1770172325,0
699,50.0,22.8344,15.1225,1770172364,0
647,50.0,31.7261,12.828,1770172496,1
693,50.0,77.3167,7.9108,1770172608,0
658,51.0,48.424,7.6404,1770172685,0
670,50.0,34.8347,10.4002,1770172728,0
656,50.0,15.807,8.0901,1770173063,0
675,50.0,81.0643,13.8746,1770173334,0
602,50.0,2.0523,22.4931,1770173398,0
680,50.0,33.727,7.6815,1770173457,0
631,50.0,24.2776,1.1692,1770174041,0
607,50.0,12.901,1.4045,1770174099,1
686,50.0,17.2041,4.7147,1770174141,0
629,51.0,49.3797,6.8576,1770174189,0
614,49.0,42.6056,2.5496,1770174199,0
673,50.0,51.8369,6.0285,1770174547,0
654,50.0,72.762,1.4587,1770174942,0
637,50.0,89.2329,2.7553,1770175124,0
614,50.0,11.8462,13.241,1770175435,0
629,50.0,8.2678,42.3847,1770175440,0
645,50.0,32.0355,2.0604,1770175443,0
663,49.0,54.6301,4.1415,1770175538,1
625,50.0,9.9887,4.3184,1770175812,0
677,50.0,71.5972,2.5273,1770176023,0
666,50.0,55.6094,2.2823,1770176090,0
635,50.0,74.8461,1.4121,1770176187,1
689,50.0,35.7914,23.807,1770176464,0
677,50.0,40.1097,10.4803,1770176478,0
630,51.0,80.7572,3.4315,1770176485,0
677,50.0,26.7009,2.9853,1770176594,0
639,50.0,38.1417,8.9092,1770176759,0
673,50.0,1.3493,11.9476,1770177017,0
672,50.0,55.5321,2.917,1770177078,1
645,49.0,85.1464,4.2643,1770177084,1
641,50.0,2.7891,3.4335,1770177090,0
617,50.0,61.379,0.918,1770177414,0
699,50.0,84.5449,4.8862,1770177478,0
635,50.0,49.3932,7.6274,1770177861,0
675,49.0,31.3022,10.6527,1770177938,1
649,50.0,99.6584,5.3912,1770177973,1
660,50.0,6.4831,40.9655,1770178017,0
639,50.0,21.0423,9.8307,1770178121,1
602,50.0,88.5245,21.767,1770178263,0
681,50.0,29.7307,24.7679,1770178332,0
606,50.0,81.9847,17.226,1770178847,0
630,50.0,33.3201,3.1469,1770179048,0
664,49.0,81.1981,5.6436,1770179181,0
694,50.0,68.5729,0.0039,1770179514,0
663,50.0,46.8522,6.004,1770179606,0
676,50.0,52.2945,3.4779,1770179638,0
692,50.0,17.766,1.1867,1770179685,0
602,50.0,11.5884,18.2379,1770179834,0
692,50.0,71.6943,11.1916,1770179846,1
634,50.0,84.8573,70.1706,1770180384,0
614,50.0,72.1971,6.8993,1770181007,0
620,50.0,91.2865,4.0153,1770181139,0
661,50.0,89.0078,3.0627,1770181294,0
682,50.0,77.8187,5.7157,1770181312,0
627,51.0,89.8127,3.7088,1770181400,0
603,50.0,16.7224,46.8406,1770181509,0
612,50.0,73.1361,2.0186,1770181544,1
678,51.0,75.3677,0.1932,1770181641,1
650,50.0,15.3977,1.3926,1770181662,0
647,50.0,90.9583,22.213,1770181981,0
638,50.0,0.8785,11.8391,1770181982,1
695,50.0,43.4605,15.3235,1770182151,0
666,50.0,2.1479,3.8636,1770182182,1
693,50.0,52.3358,9.7472,1770182191,0
657,50.0,41.2156,12.3065,1770182211,1
683,50.0,62.3062,3.9514,1770182243,0
601,50.0,76.6444,12.8927,1770182454,1
624,50.0,76.8575,9.9333,1770182692,0
610,49.0,72.2222,3.5131,1770182856,0
600,50.0,10.1877,0.543,1770182912,0
647,50.0,41.7439,2.7163,1770182948,0
647,50.0,81.595,9.6636,1770182995,0
609,50.0,65.43,9.1387,1770183036,0
680,49.0,68.1028,7.0856,1770183200,0
629,50.0,22.6926,2.8965,1770183323,0
634,50.0,32.506,5.8795,1770183431,0
618,50.0,95.5811,1.5554,1770183592,1
652,50.0,84.6925,10.8584,1770183684,0
633,50.0,16.4922,20.3378,1770184068,0
631,50.0,54.4693,6.2304,1770184137,0
675,50.0,49.0507,2.3952,1770184145,1
680,50.0,44.366,17.596,1770184159,0
605,50.0,47.0614,3.7554,1770184168,0
612,50.0,64.2889,9.0132,1770184209,0
685,50.0,96.7149,0.7842,1770184231,0
674,50.0,87.5325,12.6563,1770184254,0
663,50.0,87.5126,6.1743,1770184388,0
606,50.0,70.3377,5.5052,1770184641,0
644,50.0,1.7588,27.3086,1770184873,1
644,50.0,44.0461,6.7627,1770185232,0
684,50.0,51.1126,0.1689,1770185490,0
664,50.0,84.2491,32.1441,1770185734,1
693,50.0,92.2842,0.1229,1770185795,0
618,50.0,45.1546,7.6759,1770185808,0
646,50.0,30.046,10.0402,1770185847,0
645,50.0,33.7355,22.4889,1770185984,0
628,49.0,57.8662,11.3698,1770186207,0
698,50.0,27.4972,16.6671,1770186645,0
683,50.0,91.0739,14.6934,1770186760,0
699,51.0,41.8652,2.4021,1770186801,0
660,50.0,99.0064,12.0553,1770186883,0
664,50.0,10.9515,10.1496,1770186982,0
622,50.0,18.7879,2.7968,1770187088,0
694,50.0,51.1591,1.3735,1770187161,0
650,51.0,86.8305,13.9287,1770187264,0
662,50.0,35.3953,35.4482,1770187487,0
698,51.0,83.7468,13.4111,1770187526,1
621,50.0,42.5453,13.841,1770187752,0
670,51.0,85.2992,1.8237,1770187812,0
632,50.0,27.7431,2.8376,1770187834,0
699,51.0,47.1892,8.8132,1770188133,0
643,50.0,27.8731,0.3194,1770188173,1
606,50.0,21.5224,11.0239,1770188210,0
690,50.0,42.1146,1.5643,1770188256,0
601,50.0,33.4707,5.3341,1770188266,0
616,50.0,78.7147,3.8594,1770188340,0
664,50.0,74.7639,1.1256,1770188375,1
657,50.0,35.8553,8.6458,1770188389,0
629,50.0,99.2274,4.4824,1770188462,0
685,50.0,97.3838,0.4498,1770188648,1
691,50.0,91.7833,5.8774,1770188665,0
696,50.0,58.6508,8.9223,1770188789,0
625,50.0,41.2311,1.3974,1770188797,0
634,50.0,31.3023,8.7946,1770188811,0
662,50.0,1.5032,3.5957,1770189040,0
674,49.0,63.1807,3.0063,1770189109,0
670,50.0,55.3162,15.8711,1770189225,1
627,50.0,62.9872,6.3063,1770189529,1
624,50.0,57.5955,4.7469,1770189778,0
660,50.0,13.7716,16.7677,1770189808,0
630,50.0,69.5379,24.1178,1770189854,1
653,50.0,36.0436,3.7846,1770189948,1
666,50.0,51.6295,0.5171,1770190071,0
696,50.0,36.5654,7.7809,1770190187,0
650,50.0,2.2,12.5581,1770190188,0
657,50.0,87.6554,8.8622,1770190398,0
633,50.0,14.8733,11.6493,1770190833,1
658,49.0,58.2173,10.4051,1770191029,0
620,49.0,88.3131,31.2345,1770191046,1
655,51.0,22.1329,20.093,1770191077,0
636,51.0,41.2015,1.4138,1770191197,0
663,50.0,37.7732,6.0258,1770191234,0
618,50.0,8.922,6.0654,1770191467,0
700,50.0,42.3517,6.0942,1770191706,1
684,50.0,47.9478,26.6937,1770191738,0
677,51.0,2.6597,3.963,1770191905,1
673,50.0,48.8144,9.5263,1770191918,0
652,50.0,9.383,22.6638,1770192008,0
670,50.0,89.2463,0.5186,1770192100,0
692,50.0,65.0158,21.0829,1770192135,0
662,50.0,5.6427,14.48,1770192142,0
661,50.0,82.7043,2.3303,1770192144,1
671,49.0,36.1599,3.938,1770192428,0
676,50.0,22.5617,3.7191,1770192435,0
618,50.0,25.3921,2.5014,1770192464,0
674,50.0,59.7719,10.1755,1770192683,0
601,50.0,8.1553,40.6449,1770192819,1
605,50.0,5.8745,1.8226,1770192833,1
628,50.0,62.7513,2.6421,1770193427,0
640,50.0,98.1909,3.4302,1770193627,1
650,50.0,48.3428,27.7373,1770193650,0
604,50.0,41.3283,9.8302,1770193758,0
640,50.0,94.7198,2.3911,1770193763,0
661,51.0,24.0991,16.2958,1770193878,0
629,50.0,24.0541,25.623,1770194137,1
661,50.0,90.5116,5.1658,1770194391,1
699,51.0,64.6931,1.8973,1770194462,0
626,50.0,5.3784,3.7094,1770194780,0
649,50.0,67.3977,2.4477,1770194808,1
681,50.0,82.0032,2.2493,1770194810,1
651,51.0,27.3953,1.8728,1770194916,0
648,51.0,38.2893,20.8786,1770195045,0
661,50.0,19.7677,0.898,1770195247,1
699,50.0,63.3346,5.3333,1770195418,0
659,50.0,66.4195,0.1484,1770195456,1
679,49.0,6.8536,3.4728,1770195685,0
653,50.0,67.7705,12.2736,1770195748,1
604,51.0,65.8455,2.2669,1770196045,0
608,50.0,3.5134,66.6846,1770196073,1
633,50.0,55.537,0.495,1770196086,0
697,50.0,61.3938,1.4674,1770196220,1
635,50.0,43.0156,15.459,1770196323,0
694,50.0,90.1317,37.2963,1770196342,0
619,50.0,32.8369,30.794,1770196365,1
680,50.0,6.7178,16.0066,1770196389,1
683,50.0,67.1853,36.1142,1770196847,1
691,50.0,60.522,18.3756,1770196940,0
684,50.0,98.9059,0.5978,1770196954,0
682,50.0,23.1308,18.6843,1770197208,0
662,50.0,39.5494,6.6122,1770197217,1
666,50.0,46.118,6.1019,1770197319,0
629,50.0,86.1508,0.0253,1770197531,1
668,50.0,41.4568,9.6826,1770197543,0
669,50.0,77.2148,11.1355,1770197750,0
602,50.0,15.6943,15.6406,1770197756,1
648,50.0,40.9784,3.9446,1770197838,0
641,50.0,15.4977,1.3712,1770198308,1
623,49.0,94.9679,5.7955,1770198438,1
643,50.0,17.7757,4.4987,1770198515,0
600,50.0,41.9073,13.9891,1770198525,0
653,50.0,8.2261,2.6064,1770198581,1
651,49.0,92.1384,1.487,1770198689,1
635,50.0,62.3819,5.8015,1770198693,0
678,50.0,96.2456,9.8883,1770198867,1
637,50.0,4.2272,3.2989,1770199037,1
643,50.0,17.4979,1.2153,1770199158,1
681,50.0,38.0049,5.7824,1770199368,0
686,49.0,62.136,32.6695,1770199626,0
646,50.0,32.9518,34.2082,1770200008,0
628,50.0,71.1874,12.3335,1770200146,0
650,51.0,16.513,15.0127,1770200248,1
640,50.0,60.0637,2.2754,1770200304,0
685,50.0,39.7966,4.6945,1770200315,0
663,51.0,50.8241,9.2825,1770200331,1
687,49.0,56.9633,13.8796,1770200441,0
647,50.0,5.9896,1.8227,1770200517,0
676,50.0,92.4024,6.118,1770200630,0
696,50.0,78.6092,1.7764,1770200800,0
621,50.0,44.2456,10.0337,1770200833,0
698,50.0,54.7469,14.7912,1770200984,1
616,50.0,3.2536,17.9161,1770201166,0
685,50.0,49.7947,13.1813,1770201168,0
604,50.0,42.6316,1.7334,1770201225,0
660,51.0,37.4485,17.6266,1770201229,0
688,50.0,81.5352,4.0709,1770201237,0
605,50.0,18.1924,18.0647,1770201319,0
652,51.0,17.631,2.8888,1770201379,0
680,50.0,52.1678,6.457,1770201571,0
694,51.0,68.7144,8.5937,1770201741,0
616,49.0,2.2441,0.3534,1770201789,0
658,51.0,54.584,23.4023,1770201831,0
696,50.0,29.8699,7.165,1770201877,0
638,50.0,75.6882,2.1324,1770202000,0
653,50.0,46.8872,1.7532,1770202001,1
647,50.0,83.4075,11.6011,1770202006,0
636,50.0,39.6976,0.8527,1770202134,1
647,50.0,82.709,5.795,1770202199,0
667,50.0,71.6507,7.7713,1770202232,0
677,50.0,82.8257,2.6544,1770202253,1
676,50.0,81.242,1.3834,1770202311,0
626,50.0,48.6364,6.7473,1770202578,0
687,51.0,36.8091,4.1601,1770202718,0
626,50.0,76.5145,1.511,1770202757,0
671,50.0,36.1524,2.362,1770202831,0
662,50.0,8.9397,6.3665,1770202863,1
651,51.0,85.8845,1.4277,1770202870,1
646,51.0,39.7198,27.5074,1770203291,0
620,49.0,13.2604,14.9368,1770203357,1
656,51.0,64.6477,3.9387,1770203521,1
674,50.0,88.9773,2.9889,1770203563,0
694,50.0,86.0966,20.7382,1770203572,0
690,50.0,55.4447,5.5674,1770203631,1
641,50.0,8.8071,19.8572,1770204043,0
647,50.0,69.6603,13.5657,1770204082,0
626,50.0,60.8829,0.9664,1770204318,0
671,50.0,21.0148,16.7988,1770204326,1
632,50.0,90.054,7.7627,1770204356,0
675,50.0,8.6668,11.3196,1770204412,0
634,50.0,37.3038,2.4719,1770204435,0
697,50.0,9.4533,0.0027,1770204476,0
615,50.0,91.1945,4.06,1770204484,0
635,50.0,3.5384,2.115,1770204547,0
665,50.0,42.5765,5.7131,1770204553,0
675,49.0,86.1779,0.953,1770204684,0
690,50.0,25.1382,22.5424,1770204701,1
655,50.0,10.5012,1.2638,1770204811,0
616,50.0,12.7004,14.4471,1770204843,0
619,50.0,40.4935,28.0222,1770204876,1
684,50.0,42.8582,1.6044,1770204913,0
693,50.0,71.8077,4.2538,1770204918,0
683,50.0,23.7929,13.1328,1770205261,0
607,51.0,70.184,12.5338,1770205364,0
617,50.0,99.8976,0.3811,1770205371,0
617,50.0,86.4251,0.7332,1770205376,1
617,50.0,63.5574,1.2799,1770205384,0
601,50.0,93.9913,8.3938,1770205460,0
675,50.0,99.1109,0.5662,1770205636,0
695,51.0,57.0274,8.8773,1770205668,1
671,50.0,27.363,4.1925,1770205856,0
650,49.0,91.4983,11.0688,1770205863,0
609,50.0,84.4195,15.2345,1770206023,0
674,50.0,8.4611,15.6733,1770206031,0
613,49.0,93.6375,0.3836,1770206066,0
625,50.0,36.622,29.4116,1770206087,0
646,50.0,32.2086,8.8345,1770206107,1
629,50.0,34.3269,22.6048,1770206162,0
655,50.0,32.0018,9.5489,1770206169,0
641,50.0,51.6025,6.6188,1770206214,0
603,51.0,57.9774,13.0833,1770206258,0
610,50.0,42.5635,2.4772,1770206303,0
623,50.0,41.2579,1.0895,1770206308,0
685,49.0,73.7314,0.9486,1770206675,0
666,50.0,0.3028,18.9138,1770206711,0
636,50.0,94.6886,24.3549,1770206723,0
601,49.0,71.4434,16.8424,1770206915,0
611,50.0,70.7253,23.4793,1770206950,0
620,50.0,42.1963,41.8487,1770206961,0
668,51.0,96.5787,7.4667,1770207066,0
670,50.0,0.0323,1.6709,1770207224,1
663,50.0,7.6481,9.3631,1770207252,0
667,50.0,80.4064,4.3679,1770207265,1
642,50.0,73.8701,4.2533,1770207439,0
653,50.0,27.1355,13.0125,1770207718,1
699,50.0,59.476,0.9503,1770207766,0
661,50.0,53.2053,0.3825,1770207796,1
685,50.0,52.7115,11.8834,1770208426,0
692,50.0,59.5561,3.0209,1770208567,0
672,50.0,99.3735,4.8695,1770208712,0
689,50.0,98.7345,3.6764,1770208733,1
611,50.0,98.1682,9.541,1770209110,0
600,50.0,54.8684,1.6785,1770209169,0
671,50.0,31.8094,12.7507,1770209503,1
632,50.0,56.011,25.8929,1770209631,0
663,50.0,62.2688,18.0855,1770209849,1
667,50.0,31.1438,23.7555,1770210071,1
613,50.0,63.2776,27.6575,1770210502,0
692,50.0,62.1994,4.6575,1770210551,0
613,50.0,90.3471,15.8836,1770210562,0
608,49.0,23.7604,6.8285,1770210658,0
672,50.0,69.761,3.144,1770210821,0
625,50.0,45.0761,13.739,1770210884,1
648,50.0,12.9916,2.7988,1770210886,1
616,50.0,31.6183,1.1611,1770211081,0
667,50.0,5.7277,12.1949,1770211146,1
659,49.0,31.9333,3.3905,1770211194,1
602,50.0,6.9014,3.6517,1770211212,0
692,51.0,92.5445,21.2966,1770211213,0
624,50.0,10.1746,1.4565,1770211235,0
620,50.0,81.7341,14.4751,1770211427,0
611,50.0,90.6126,4.8811,1770211464,1
653,50.0,46.7671,22.3502,1770211550,0
600,50.0,5.3926,5.8043,1770211569,0
600,50.0,59.5786,5.2598,1770211621,1
644,50.0,23.4768,5.6188,1770211627,0
645,50.0,17.6658,18.1825,1770211804,0
647,50.0,56.6764,0.1057,1770211860,0
606,50.0,35.6382,12.2032,1770211932,0
609,50.0,73.0379,2.2972,1770212090,1
614,50.0,59.1251,21.3813,1770212091,0
639,50.0,82.9341,4.7149,1770212265,0
610,50.0,5.8386,4.1393,1770212426,1
655,50.0,23.4919,12.4697,1770212430,0
645,50.0,56.699,12.8175,1770212437,0
644,50.0,88.0428,10.0433,1770212633,0
686,50.0,81.3432,4.0019,1770212858,0
612,50.0,67.9531,9.4251,1770212934,0
626,50.0,57.4072,0.5579,1770213115,1
680,50.0,63.1459,31.051,1770213173,0
649,51.0,21.3608,6.0278,1770213183,0
660,50.0,59.5193,3.6309,1770213229,1
612,50.0,49.3762,19.7169,1770213256,0
611,51.0,38.4434,3.9182,1770213401,0
628,51.0,88.7731,58.6869,1770213476,0
684,50.0,82.9416,11.7312,1770213550,1
683,50.0,7.6736,10.4862,1770213569,0
619,50.0,98.5729,1.6471,1770213814,0
630,50.0,22.9984,9.4126,1770213970,0
607,50.0,21.5339,1.6857,1770213977,0
623,50.0,94.3816,15.3065,1770214100,0
674,50.0,44.4802,1.4897,1770214128,0
638,50.0,80.5365,4.4446,1770214287,1
632,50.0,28.8202,6.4766,1770214311,1
641,50.0,87.3171,16.3575,1770214413,1
614,50.0,83.2305,10.0174,1770214550,0
667,50.0,51.9479,13.782,1770214571,1
664,50.0,70.5056,2.7968,1770214589,0
631,50.0,96.4028,2.7084,1770214734,1
610,50.0,45.2045,4.7904,1770214857,0
693,50.0,49.4205,0.1886,1770214941,0
636,50.0,72.2804,17.7611,1770214989,1
618,50.0,38.6427,4.6199,1770215365,0
650,50.0,96.123,0.6994,1770215479,1
699,50.0,4.0436,20.5741,1770215723,0
633,50.0,40.3378,34.3661,1770215788,1
670,50.0,71.3851,10.4011,1770215793,0
659,50.0,42.9381,4.4097,1770215843,0
683,50.0,25.9249,5.3402,1770215914,0
652,51.0,41.3454,2.9592,1770216060,1
611,50.0,88.1517,12.4228,1770216109,1
661,50.0,54.7007,4.4017,1770216424,1
695,50.0,33.511,0.3302,1770216533,1
665,51.0,67.1523,0.4726,1770216595,0
685,50.0,61.1845,9.5386,1770217010,0
647,50.0,56.0447,3.4303,1770217046,0
639,50.0,39.1157,1.8463,1770217204,0
623,50.0,7.22,8.0378,1770217316,0
649,50.0,62.0731,3.2633,1770217538,1
694,49.0,41.9789,0.7616,1770217556,0
667,50.0,42.8764,2.1515,1770217999,1
687,49.0,23.408,15.0466,1770218008,0
642,50.0,24.942,19.1062,1770218073,0
616,51.0,78.7461,20.5688,1770218215,0
682,50.0,47.9365,7.6536,1770218238,0
654,50.0,10.9298,30.1494,1770218272,1
633,50.0,4.5851,1.6448,1770218339,0
696,50.0,22.4715,11.3431,1770218428,1
669,50.0,48.7442,12.1828,1770218762,0
659,50.0,61.725,0.5465,1770218817,0
650,50.0,14.3679,3.3191,1770218819,1
699,50.0,43.3859,29.7687,1770218889,0
676,50.0,7.2552,14.2308,1770218960,0
672,50.0,3.7726,0.5625,1770218985,1
634,50.0,86.3348,7.7826,1770219004,0
633,50.0,65.8334,10.4589,1770219022,0
615,50.0,78.1094,36.1501,1770219170,1
681,50.0,18.1877,12.6031,1770219256,1
617,50.0,32.2158,10.1792,1770219346,0
637,50.0,44.3791,23.9172,1770219380,1
642,50.0,65.8034,10.8157,1770219598,0
631,50.0,53.4844,26.9004,1770219602,0
606,50.0,55.1457,6.788,1770219955,1
686,50.0,15.6943,12.6785,1770219966,0
686,50.0,47.4787,9.9901,1770220030,0
645,50.0,82.3798,8.0414,1770220091,1
660,51.0,50.9461,3.917,1770220272,0
617,50.0,19.9742,23.411,1770220352,0
670,50.0,41.3397,3.1477,1770220461,1
639,50.0,75.4809,1.7363,1770220618,1
687,50.0,13.4992,12.4497,1770220623,1
677,50.0,58.0463,7.9088,1770221033,1
649,50.0,96.5315,3.0498,1770221286,0
604,50.0,38.0302,20.4259,1770221298,0
653,50.0,4.3641,3.3716,1770221432,0
685,50.0,63.3104,0.6591,1770221483,0
657,50.0,4.7104,0.1549,1770221507,0
621,50.0,19.1606,25.6207,1770221533,1
673,50.0,4.8397,5.1446,1770221576,0
689,51.0,17.0651,2.4015,1770221680,0
678,50.0,85.4932,8.3725,1770221705,0
637,50.0,73.4851,6.6921,1770221715,0
648,50.0,34.1853,87.5706,1770221758,1
600,51.0,89.7138,21.9378,1770221819,0
677,50.0,66.5182,3.1622,1770221851,0
635,50.0,44.7747,11.9637,1770221886,0
694,51.0,6.8333,4.8968,1770221937,0
627,50.0,73.0721,4.5325,1770221975,1
697,50.0,37.5526,4.5745,1770222089,0
634,50.0,30.2829,10.1958,1770222117,0
